province,territoire,village_chdc,latitude,longitude,meilleur_candidat_grid3,distance_m,similarite
Ituri,Aru,Ubago Gr Inzi,3.409833,30.517302,Loli,1634,0.22
Ituri,Aru,Ulendere Gr Rumu,3.567574,30.771084,Upepeni,1190,0.4
Ituri,Aru,Urima Gr Drisso,3.418751,30.926256,Godria,265,0.55
Ituri,Aru,Utru Gr Inzi,3.359277,30.590193,Adrazika,952,0.17
Ituri,Aru,Uza Gr Biringi,2.818092,30.243835,,,
Ituri,Aru,Vura Gr Eru,2.884691,30.879845,Ombaotuni,541,0.15
Ituri,Aru,Wangita Gr Drisso,3.398499,30.8877,Kanyabha,1232,0.4
Ituri,Aru,Warambili Gr Oli,3.133332,30.55,Nyangule,1820,0.24
Ituri,Aru,Waro Gr Araba,2.892999,30.8534,Okuamani,115,0.17
Ituri,Aru,Yaba Gr Jurupani,2.951919,30.80139,Abhauni,563,0.55
Ituri,Aru,Yauwanya Gr Abedju,3.404789,30.90111,,,
Ituri,Aru,Yebi Gr Agiria,3.128599,30.739822,Lolo 1,1763,0.0
Ituri,Aru,Yekia Gr Odra,3.041989,30.591497,Gobiri,1777,0.18
Ituri,Aru,Yingi Gr Katsa,3.45722,30.772339,LikilingA,524,0.43
Ituri,Aru,Yuku Gr  Ofaka,2.82133,30.705776,Anyika,1536,0.4
Ituri,Aru,Zaki Gr Adia,2.833333,30.716667,Brazza,1299,0.4
Ituri,Djugu,Abali Gr Laudjo,1.856255,30.723898,Djokaba,1730,0.5
Ituri,Djugu,Abidha Gr Djukwa,2.142283,30.63151,,,
Ituri,Djugu,Abini Gr Abini,1.952036,30.324738,Wathum,1417,0.18
Ituri,Djugu,Aboro Gr Uketi,1.99467,30.86807,Korler,760,0.36
Ituri,Djugu,Abu Gr Ladedjo,1.77629,30.609789,Lombu,1799,0.5
Ituri,Djugu,Acha Gr Masumbuko,1.705132,30.529575,Zatchoni,1082,0.5
Ituri,Djugu,Ache Gr Pitso,1.839774,30.457516,Nzambe,1668,0.4
Ituri,Djugu,Adau Gr Wazabo,1.900766,30.00236,Irumu,1688,0.22
Ituri,Djugu,Adde Gr Dhendo,1.869099,30.666431,Ddikpa,1113,0.4
Ituri,Djugu,Adho Gr Fataki,1.941336,30.428988,Ngadjole,1249,0.5
Ituri,Djugu,Adhu Gr Sesele,1.749766,30.330414,Dhedi,1073,0.44
Ituri,Djugu,Adidi Gr Mabilindei,1.957864,30.033878,Kanga alivion,1429,0.33
Ituri,Djugu,Adji Gr Loga,1.724498,30.377232,Dhadha,1196,0.4
Ituri,Djugu,Adju Gr Ndjaudha,1.909549,30.51723,DEbu,1498,0.5
Ituri,Djugu,Adosa Gr Wazabo,1.908825,30.0644,Abombi,1970,0.36
Ituri,Djugu,Adu Gr Sesele,1.79803,30.3584,Kisabo,1263,0.22
Ituri,Djugu,Adye Gr Dz'na,1.965481,30.653442,Raa,889,0.29
Ituri,Djugu,Ae Gr Fataki,2.03349,30.479742,Masikini 1,1229,0.17
Ituri,Djugu,Afo Gr Fataki,1.918645,30.544048,Lots',1338,0.29
Ituri,Djugu,Ago Gr Dhendro,1.7208,30.7344,Tara,931,0.29
Ituri,Djugu,Agonzi Gr Kama,1.794052,30.127508,Ayao,1346,0.4
Ituri,Djugu,Agrr Gr Ndjaudha,1.873175,30.576174,Ndjago,1130,0.4
Ituri,Djugu,Agu Gr Penyi,1.504999,30.4411,Fichama,466,0.2
Ituri,Djugu,Ajoru Gr Linga,1.999631,30.785883,Belo,804,0.22
Ituri,Djugu,Akaba Gr Uchondji,2.035433,30.894232,Bala,1568,0.44
Ituri,Djugu,Akarci Gr Zabu,2.08976,30.867323,Bwa Kpandroma,1695,0.42
Ituri,Djugu,Akele Gr Fataki,1.929195,30.525764,KadUkpa,166,0.33
Ituri,Djugu,Akuli Gr Akeso Sindani,1.75092,30.06508,Mafutala,1148,0.46
Ituri,Djugu,Akwe Gr Dhego,2.083333,30.133333,Kpeku,1671,0.44
Ituri,Djugu,Alagi Gr Zengo,1.975878,30.221231,Jalarima,1864,0.62
Ituri,Djugu,Allah Gr D'zna,2.022969,30.74392,Nyali,1453,0.4
Ituri,Djugu,Alu Gr Gokalu,1.964727,30.538416,,,
Ituri,Djugu,Amema Gr Anyolo Fataki (Tchulu),1.67646,30.0758,Mame,1777,0.67
Ituri,Djugu,Ancien Combattant Gr Gokalu,1.934713,30.512144,Kpanga,911,0.26
Ituri,Djugu,Andasia Gr Kirongozi-Angwali,1.797984,30.234392,Ndii,1942,0.55
Ituri,Djugu,Andisa Gr Mabilindey,1.976004,29.968643,Matoro,67,0.17
Ituri,Djugu,Andjalewa Gr Wazabo,1.899402,30.047709,Musaba,1440,0.27
Ituri,Djugu,Andju Gr Buku,1.725242,30.50915,BudO,1028,0.22
Ituri,Djugu,Andro Gr Gokalu,1.963418,30.49871,Masikini 2,629,0.27
Ituri,Djugu,Anga Gr Pitso,1.839869,30.4475,Ngini,1932,0.44
Ituri,Djugu,Anu Gr Penyi,1.5511,30.4275,Shatchu,1223,0.4
Ituri,Djugu,Anyi Gr Djugu,1.920899,30.4544,Lambi,1838,0.44
Ituri,Djugu,Anzi Gr Pitso,1.84228,30.4002,Zali,1919,0.5
Ituri,Djugu,Ariwara Gr Mabilindey,2.04661,29.99768,Ndjakalay,1188,0.38
Ituri,Djugu,Arr Gr Fataki,1.932947,30.599674,Wali,935,0.29
Ituri,Djugu,Aruda Gr Ugwaro,2.096899,30.691698,Bale,1936,0.22
Ituri,Djugu,Aruu Gr Dz'na,1.864822,30.32211,Bavi,1966,0.25
Ituri,Djugu,Asada Gr Kandoy,1.985878,30.615446,Sanduku,372,0.5
Ituri,Djugu,Asu Gr Gobi,1.665778,30.59825,Pidja,1870,0.25
Ituri,Djugu,Atche Gr Pitso,1.841312,30.458633,Nzambe,1815,0.36
Ituri,Djugu,Athe Gr Buku,1.652966,30.566626,Ndrale,1727,0.4
Ituri,Djugu,Aura Gr Pamitu Amee,2.1447,30.76953,Lwala,44,0.44
Ituri,Djugu,Baana Gr Djugu,1.919952,30.502436,Kpanga,1059,0.55
Ituri,Djugu,Babhu Gr Mbr’bu,2.086719,30.702784,Bale,699,0.44
Ituri,Djugu,Bacha Gr Kekpa,1.85774,30.31587,Bavi,1937,0.44
Ituri,Djugu,Bagulu Gr Petsi,1.73932,30.236938,Ngbatsulu,918,0.67
Ituri,Djugu,Bahwere Gp Tambaki,1.517889,30.302519,,,
Ituri,Djugu,Baimani Gr Kekpa,1.826114,30.282644,Kpagboma,1538,0.4
Ituri,Djugu,Bakombe Gr Dzna,1.788159,30.344212,Kisabo,1940,0.31
Ituri,Djugu,Bakombe Gr Dz'na,1.790362,30.326075,Bubbu 1,870,0.29
Ituri,Djugu,Bakonde Gr Katcheche,1.875499,30.081142,Landa,864,0.5
Ituri,Djugu,Baku Gr Musaba,2.306299,30.10999,Mbura,1453,0.44
Ituri,Djugu,Bala Gr Dirokpa,1.813699,30.42671,Ndjala,1763,0.6
Ituri,Djugu,Balabala Gr Bendele,1.916067,30.060266,Balese,1712,0.43
Ituri,Djugu,Bali Gr Mbr’bu,2.093852,30.666542,Ngbavi,1774,0.6
Ituri,Djugu,Bali Gr Mbrbu,2.078611,30.709417,Bale,778,0.75
Ituri,Djugu,Bambu Gr Mbrbu,2.058126,30.633226,Zanje,382,0.2
Ituri,Djugu,Bambu Gr Yalala,1.80157,30.23662,Basuku,960,0.55
Ituri,Djugu,Bana Gr Gokalu,1.959269,30.546696,,,
Ituri,Djugu,Banana Gr Loda,2.020421,30.231869,Budza,1619,0.36
Ituri,Djugu,Bande-Nidjo Gr Mabilindey,1.984357,30.038727,Landa,1152,0.38
Ituri,Djugu,Bandibango Gr Musaba,2.116138,30.104721,Mundo,1748,0.4
Ituri,Djugu,Bandinalia Gr Itendey-Agonema,1.854388,30.057278,Andingbwa,1861,0.63
Ituri,Djugu,Bandoni Gr Tambaki,1.494933,30.403648,Nyare,1354,0.17
Ituri,Djugu,Bangala Gr Mabilindey,2.03129,30.00364,Beba,711,0.36
Ituri,Djugu,Banguli Gr Itendey,1.804054,30.122475,Bakolo,981,0.46
Ituri,Djugu,Bani Gr Luvangire,1.6252,30.35974,Bukpa,124,0.44
Ituri,Djugu,Bani Gr Luvangire,1.6618,30.401863,Bbau,38,0.5
Ituri,Djugu,Banya Gr Anyolo-Fataki (Tchulu),1.693799,30.07381,Gbalana,1951,0.67
Ituri,Djugu,Banzala Gr Mabilindey,2.065579,29.9405,Biyanda,1552,0.57
Ituri,Djugu,Bapu Gr Pilo-Masumbuku,2.054199,30.6205,Lumia,709,0.22
Ituri,Djugu,Basambi Gr Bulo,1.897699,30.3373,Limbu,1756,0.33
Ituri,Djugu,Basani Gr Dhendro,1.705399,30.7209,Thai,905,0.4
Ituri,Djugu,Bassa Gr Lona-Lotsikpa,1.890547,30.488941,Goba,1766,0.44
Ituri,Djugu,Batata Gr Kama,1.781337,30.183062,Ngabula Agula,1553,0.42
Ituri,Djugu,Batcha Gr Buku,1.730939,30.552702,Liba,1283,0.4
Ituri,Djugu,Batchu Gr Kekpa,1.855473,30.315779,Sombo,1957,0.18
Ituri,Djugu,Bbabu Gr Mbr’bu,2.045175,30.579094,Dhena 2,351,0.17
Ituri,Djugu,Bbambu Gr Yalala,1.757879,30.29892,Baluma,1886,0.5
Ituri,Djugu,Bblukpa Gr Buku,1.880699,30.5526,Gobbu,500,0.5
Ituri,Djugu,Bbobba Gr Dhedja,1.629546,30.59458,Sole,721,0.2
Ituri,Djugu,Bbu Gr Dhendo,1.863595,30.66131,Jibe,1841,0.29
Ituri,Djugu,Bbuchu Gr Lenga,1.9196,30.55862,Golo tshuke,1973,0.24
Ituri,Djugu,Be Gr Dhego,2.06899,30.244768,Beko,1941,0.67
Ituri,Djugu,Beba Gr Taratibo,1.771571,30.280132,Bendele,878,0.36
Ituri,Djugu,Bedu Ezekere Gr Bedu Ezekere,1.430529,30.29757,Burukpa,1033,0.32
Ituri,Djugu,Bele Gr Ngbavi,1.553699,30.4986,Mangala 2,1219,0.15
Ituri,Djugu,Beliba Gr Beliba,1.77564,30.49373,Mbli,892,0.6
Ituri,Djugu,Bendele Gr Bendele,1.709614,30.311543,Ngadjole,1723,0.53
Ituri,Djugu,Berunda Gr Ngazba Berunda,2.32097,30.246523,Dzili,1320,0.17
Ituri,Djugu,Besi Gr Loga,1.676246,30.422789,Belo,1935,0.5
Ituri,Djugu,Bethelehemu Gr Fataki,1.959964,30.584633,Buchu,585,0.38
Ituri,Djugu,Bhebho Gr Malabo,1.703699,30.3659,Dhedho,1202,0.67
Ituri,Djugu,Bi Gr Loga,1.710111,30.412027,Bii,1673,0.8
Ituri,Djugu,Bii Gr Gobi,1.728546,30.578312,Bulo,983,0.29
Ituri,Djugu,Bijamagosa Gr Bijamagosa,1.889122,30.11465,,,
Ituri,Djugu,Bini Gr Abini,1.936221,30.279547,Zapi,1264,0.25
Ituri,Djugu,Bisi Gr Uchonji,2.108946,30.896059,Tsubu Zaa Zii,1246,0.35
Ituri,Djugu,Blaquette Gr Mabilindey,1.907883,30.0764,Matete,1475,0.53
Ituri,Djugu,Blokpa Gr Dhedja,1.870352,30.49707,Djokaba,752,0.46
Ituri,Djugu,Blukpa Gr Dhego,2.083606,30.227722,Djaiba,764,0.33
Ituri,Djugu,Blukwa Gr Buku,1.747823,30.602045,Bapu,543,0.4
Ituri,Djugu,Blukwa-Mbi Gr Ladedjo,1.883,30.6873,Jiba,1603,0.29
Ituri,Djugu,Bodjo Gr Malabo,1.695971,30.379168,DzKpa,1128,0.2
Ituri,Djugu,Bodza Gr Limani,1.71606,30.259666,Dhika,1146,0.4
Ituri,Djugu,Boku Gr Tchudja,1.794829,30.2413,Basuku,1403,0.6
Ituri,Djugu,Botchu Gr Kekpa,1.813331,30.29605,Kpagboma,1554,0.29
Ituri,Djugu,Bresil Gr Wazabo,1.976492,29.969858,Matoro,83,0.17
Ituri,Djugu,Brii Gr Malabo,1.723796,30.34839,Site Mont Tsi,989,0.24
Ituri,Djugu,Brtsa Gr Ngle,1.950799,30.6445,Drakpa,1193,0.36
Ituri,Djugu,Bruxelles Gr Kama,1.785853,30.248243,Bbambu,609,0.27
Ituri,Djugu,Buba Gr Buba,2.02231,30.79765,Ngaba 1,1778,0.36
Ituri,Djugu,Buba-Ngbavi Gr Ngbavi,1.513447,30.500797,Kanana,352,0.35
Ituri,Djugu,Bubenga Gr Ngazba (Berunda),2.335,30.2272,Dzamba,613,0.31
Ituri,Djugu,Buddu Gr Buku,1.724936,30.562399,Bulo,868,0.44
Ituri,Djugu,Budhe Gr Gali,1.939919,30.55753,Ndjala,1373,0.18
Ituri,Djugu,Budhe-Dhego Gr Dhego,2.1473,30.2612,Kod'o,1617,0.27
Ituri,Djugu,Budho Gr Saliboko,1.689717,30.642937,Bitho,1316,0.6
Ituri,Djugu,Buki Gr Buki,1.735252,30.543346,Kiza,421,0.5
Ituri,Djugu,Bukoko Gr Pitso,1.854926,30.413076,Lele,1367,0.0
Ituri,Djugu,Buku Gr Buku,1.882975,30.484879,Laki,1780,0.25
Ituri,Djugu,Bule Plantation Gr Ngle,1.914198,30.601616,Bule,860,0.42
Ituri,Djugu,Bulo gr Bulo,1.93191,30.3351,Mngla,971,0.22
Ituri,Djugu,Bulo Gr Gobi,1.63458,30.385048,Bani,227,0.25
Ituri,Djugu,Buna Gr Saliboko,1.717488,30.513428,BudO,84,0.5
Ituri,Djugu,Buraki Gr Burakai,1.900161,30.046612,Musaba,1319,0.33
Ituri,Djugu,Butchu Gr Gali,1.922649,30.5593,Duma,806,0.2
Ituri,Djugu,Buu-Kachele Gr Ngle,1.877387,30.595905,Bu,1348,0.31
Ituri,Djugu,Buy Gr Sombuso,1.92751,30.786781,NdrDhi,32,0.0
Ituri,Djugu,Buy Gr Utcha,1.840631,30.496578,Gobu,1522,0.57
Ituri,Djugu,Buy U Gr Bedu-Ezekere,1.457026,30.29411,Buy Sabuni,1488,0.67
Ituri,Djugu,Bwanga Gr Kama,1.889189,30.1485,Nikadika,684,0.29
Ituri,Djugu,Café Gr Lossa Ndrema,1.559123,30.542957,Kiza,207,0.25
Ituri,Djugu,Camp de  pêche Rhoo Gr Gobi,1.670914,30.669712,Vhoo,28,0.27
Ituri,Djugu,"carré minier ""Byanda"" Gr Mabilindey",2.073172,30.027086,Nyasi,1544,0.25
Ituri,Djugu,"carré minier ""Camp 3"" Gr Tchudja",1.849604,30.199717,Bagina,1382,0.32
Ituri,Djugu,"carré minier ""Desert"" Gr Mabilindey",1.978224,30.048323,Pluto Mine,1838,0.34
Ituri,Djugu,"carré minier ""Gdado"" Gr Tchitchibi",2.067133,30.064768,,,
Ituri,Djugu,"carré minier ""Kadeza"" Gr Londroma",1.961025,30.14693,,,
Ituri,Djugu,"carré minier ""Kadingba"" Gr Ndikpa",1.98336,30.1523,,,
Ituri,Djugu,"carré minier ""Kandip"" Gr Mabilindey",1.825824,30.04969,Ngama,1083,0.25
Ituri,Djugu,"carré minier ""La folie"" Gr Mabilindey",1.952335,30.032927,Kanga alivion,836,0.35
Ituri,Djugu,"Carré minier ""Longalonga"" Gr Taratibu",1.77022,30.3105,Rond point,1548,0.24
Ituri,Djugu,"Carré minier ""Luka Malembe"" Gr Taratibo",1.781332,30.317694,Ciment Brique,1812,0.16
Ituri,Djugu,"carré minier ""Luka yayo"" Gr Wazabo",1.897047,30.071323,Matete,902,0.21
Ituri,Djugu,"carré minier ""Rofe"" Gr Baimani",1.832999,30.2814,Bengi,751,0.18
Ituri,Djugu,"carré minier ""Tadika"" Gr Dz'na",1.7884,30.3425,Kokoliko,1269,0.15
Ituri,Djugu,"carré minier ""Ubiba"" Gr Musaba",2.099499,30.1295,Jimbu,559,0.17
Ituri,Djugu,"carré minier ''17"" Gr Mabilindey",1.965533,30.039528,Pluto Mine,891,0.4
Ituri,Djugu,Carré minier Budjokpa Gr Taratibo,1.76011,30.307667,Ciment Brique,798,0.35
Ituri,Djugu,Carré minier Dhalu Gr Kpadinga,1.886016,30.307638,Crepao,1157,0.33
Ituri,Djugu,Carré minier Kpau-Lele Gr Dzna,1.849148,30.39322,Lele,933,0.31
Ituri,Djugu,Carré minier Kuluba Gr Taratibo,1.771168,30.300337,Bendele,1627,0.31
Ituri,Djugu,Carré minier Lutsu Gr Tambaki,1.610301,30.41272,Dheli,603,0.17
Ituri,Djugu,Carré minier Tsewe Gr Kekpa,1.796005,30.307896,Tsewe 1,824,0.4
Ituri,Djugu,Chatchu Gr Dirokpa,1.7731,30.4625,Chechu,1895,0.77
Ituri,Djugu,Chau Gr Dirokpa,1.679594,30.50395,Tchuba,1684,0.6
Ituri,Djugu,Chu Gr Dhendro,1.6769,30.6749,Vhoo,875,0.29
Ituri,Djugu,Dala Gr  Londroma,1.984722,30.192223,Jalarima,1779,0.5
Ituri,Djugu,Damas Gr Musaba,2.113749,30.1049,Eyazima,1607,0.5
Ituri,Djugu,Dar Gr Dhedja,1.912999,30.6072,DzNa,578,0.57
Ituri,Djugu,Datule (Soni) Gr Penyi,1.506496,30.494358,Dakule,660,0.83
Ituri,Djugu,Ddoro	Gr Dhego,2.076663,30.16757,Lobudhi,1192,0.17
Ituri,Djugu,Dede Gr Jili,1.680402,30.318037,DzNdja,1980,0.4
Ituri,Djugu,Dhebadza Gr Sombuso,1.942376,30.70512,Dhena,718,0.62
Ituri,Djugu,Dhedho Gr Malabo,1.730015,30.355715,Budjo,1575,0.36
Ituri,Djugu,Dhedi Gr Dirokpa,1.790294,30.421732,Ngbadhego,1179,0.43
Ituri,Djugu,Dhedja Gr Dhedja,1.832555,30.571556,Djaza,622,0.55
Ituri,Djugu,Dhego Gr Dhego,2.051968,30.232954,Doro,6,0.44
Ituri,Djugu,Dhego Gr Djaiba,2.205554,30.108334,Bongobongo,1173,0.27
Ituri,Djugu,Dhegru Gr Dhendro,1.897799,30.6858,Tchega,1898,0.5
Ituri,Djugu,Dhela Gr Dirokpa,1.915591,30.55915,Dhengavi,1719,0.62
Ituri,Djugu,Dhele Gr Dirokpa,1.739084,30.494873,Wadda,254,0.2
Ituri,Djugu,Dhelekpa Gr Utcha,2.187664,30.30459,,,
Ituri,Djugu,Dhembu Gr Dhedja,1.779235,30.546268,Dhedi,1876,0.55
Ituri,Djugu,Dhendo Gr Lossa-Ndrema,1.685971,30.564293,Ndeba,1405,0.36
Ituri,Djugu,Dhendo-petro Gr Dhendro,1.910338,30.67221,Doddi,1777,0.24
Ituri,Djugu,Dhendro Gr Dhendro,1.895755,30.656963,Diddo,1802,0.5
Ituri,Djugu,Dhendru Gr Lona Lodzipka,1.912505,30.455566,Ndjaddu,1682,0.43
Ituri,Djugu,Dhera Gr Ndjukpa,2.119498,30.603989,Ndjukpa,599,0.33
Ituri,Djugu,Dhesa Gr Buku,1.758016,30.571217,Tchussa,1188,0.5
Ituri,Djugu,Dhetchumbu Gr Buku,1.74736,30.620333,Dhechunbu,1763,0.84
Ituri,Djugu,Dhetho Gr Malabo,1.704195,30.350704,Bethelem,1934,0.43
Ituri,Djugu,Dhevi Gr Loga,1.716676,30.356985,Hongbe,1492,0.36
Ituri,Djugu,Dhevitchu Gr Sombuso,1.941786,30.705154,Dyevichu,1688,0.82
Ituri,Djugu,Dhey Gr Salibiko,1.716328,30.50976,BudO,508,0.25
Ituri,Djugu,Dhi Gr Lossa Ndrema,1.607879,30.59243,Dhedo 2,1805,0.4
Ituri,Djugu,Dhikpa Gr Dhendo,1.851868,30.671947,Jikpa,1511,0.73
Ituri,Djugu,Di Gr Lingo,1.745332,30.286983,Dii,1183,0.8
Ituri,Djugu,Digene Gr Wazabo,1.924739,29.955545,Moritani,735,0.29
Ituri,Djugu,Dikango Gr Dikango,2.250686,30.146866,Oke,252,0.2
Ituri,Djugu,Dimu Gr Mandje,1.864017,30.276314,Loji,1640,0.25
Ituri,Djugu,Dirokpa Gr Dirokpa,1.817222,30.432472,Panga,1131,0.33
Ituri,Djugu,Djadju Gr Ndjaudha,1.904099,30.5059,DEbu,140,0.4
Ituri,Djugu,Djaiba Gr Djaiba,1.985277,30.604103,Lodja,205,0.55
Ituri,Djugu,Djailo Gr Kekpa,1.81339,30.296171,Ndaki,651,0.55
Ituri,Djugu,Djambishi Gr Dz'na,1.848692,30.195375,Lodya,1649,0.29
Ituri,Djugu,Djangapoli Gr Mabilindey,1.936928,30.009262,Saio Galey,1468,0.4
Ituri,Djugu,Djeja Gr Ladedjo,1.8003,30.592,Djuba,849,0.6
Ituri,Djugu,Djelese ( Djaleve) Gr Mbr’bu,2.071899,30.688898,Bale,1511,0.55
Ituri,Djugu,Djogo Gr Jako-Ndahora,1.7913,30.3733,Golgota,1522,0.33
Ituri,Djugu,Djubadjo Gr Dhego,2.176645,30.188438,Gassa,1409,0.15
Ituri,Djugu,Djugu Gr Djugu,1.915247,30.503845,Djugo,1780,0.8
Ituri,Djugu,Djukpa Gr Kpadinga,1.890413,30.30397,Lokpa,1109,0.55
Ituri,Djugu,Djukr Gr Lossa Ndrema,1.731237,30.738604,Kiddikpa,1818,0.31
Ituri,Djugu,Djuu Gr Dhedja,1.831869,30.570566,Djaza,559,0.44
Ituri,Djugu,Dodjo Gr Risasi,1.755344,30.3916,Momo,1677,0.44
Ituri,Djugu,Donato Gr Itendey Agonema,1.786509,30.0976,Donato Malongakeke,12,0.5
Ituri,Djugu,Dotsi Gr Ndjubu,1.969303,30.35534,,,
Ituri,Djugu,Dotsu Gr Fataki,1.934123,30.403324,Loli,1278,0.22
Ituri,Djugu,Dr’zda Gr Dz'na,2.012471,30.662949,Djokpa,1215,0.36
Ituri,Djugu,Drakpa Gr Bulo-Shari,1.929911,30.326385,Mngla,1965,0.18
Ituri,Djugu,Drale Gr Saliboko,1.656072,30.482933,Wudhe,291,0.4
Ituri,Djugu,Dramani Gr Loga,1.662271,30.367785,Dz'na,1242,0.36
Ituri,Djugu,Drodro Gr Buku,1.766667,30.533333,Site Tsuya Drodro,1370,0.52
Ituri,Djugu,Drodro Gr Buku v,1.75668,30.54328,Site Tsuya Drodro,398,0.52
Ituri,Djugu,Drtsi Gr Laudjo,1.828019,30.63129,Tute,1006,0.22
Ituri,Djugu,Drungi Gr  Tchele,1.885161,30.325172,Limbu,1757,0.18
Ituri,Djugu,Duba Gr Musaba,2.277559,30.105446,Aria,1827,0.25
Ituri,Djugu,Dubele Gr Mabilendey,2.071693,30.013277,Bendere,1363,0.46
Ituri,Djugu,Dukri Gr Tchudja,2.156987,30.113653,Maskoti,484,0.33
Ituri,Djugu,Duma Gr Lona Lotsikpa,1.965345,30.539892,,,
Ituri,Djugu,Duvire Gr Sumbusu,1.971845,30.674042,Liri Unga,135,0.27
Ituri,Djugu,Dya Gr Buku,1.994348,30.607033,Lodja,1265,0.5
Ituri,Djugu,Dzadda Gr Malabo,1.6912,30.322655,Dada,1765,0.8
Ituri,Djugu,Dzadhi Gr Buku,1.756297,30.568073,Saio,450,0.4
Ituri,Djugu,Dzadi Gr Tchudja,1.822618,30.216015,Zukpa 2,1978,0.33
Ituri,Djugu,Dzaika Gr Ngle,1.926038,30.543905,Mbikpa,1777,0.5
Ituri,Djugu,Dzangu Gr Dz'na,2.01831,30.62028,,,
Ituri,Djugu,Dzaringa Gr Dhedja,1.795668,30.552477,Ndjaza 1,1215,0.38
Ituri,Djugu,Dzathi Gr Buku,1.737439,30.5528,Kiza,1049,0.4
Ituri,Djugu,Dzengi Gr Sombuso,1.931857,30.704496,Bengi,1029,0.73
Ituri,Djugu,Dz'mbu Gr Penyi,1.578055,30.436722,,,
Ituri,Djugu,Dz'na Gr Gali,1.928694,30.484306,Bura,1483,0.25
Ituri,Djugu,Dzri Gr Tolo,1.789198,30.485102,Mbli,1243,0.25
Ituri,Djugu,Dz'rodjo Gr Dhedja,1.840682,30.621971,Budyo,1100,0.33
Ituri,Djugu,Dzudda Gr Ladedjo,1.771087,30.57968,Tsida,1879,0.36
Ituri,Djugu,Elisha Gr Malabo,1.721858,30.379189,Uctha,953,0.36
Ituri,Djugu,Engavo Gr Tchomia,1.439746,30.48334,Nyakova,843,0.46
Ituri,Djugu,Esia Gr Swa-Tabi,2.4019,30.2155,Kaladao,1684,0.18
Ituri,Djugu,Ezekere Gr Bedu-Ezekere,1.5203,30.323183,Lone,357,0.18
Ituri,Djugu,Fataki Gr Fataki,1.989177,30.585306,Calvaire,1603,0.43
Ituri,Djugu,Fataki Mission Gr Fataki,1.990632,30.567974,Kamina,1105,0.4
Ituri,Djugu,Fichama Gr Tchomia,1.457556,30.472761,Tchusa,1891,0.46
Ituri,Djugu,Gai Gr Linga,1.977625,30.816378,Lingama Tsi,1715,0.43
Ituri,Djugu,Gali Gr Gali,1.93592,30.560034,Gokpa,1010,0.44
Ituri,Djugu,Gangala Gr Mabilindey,1.956668,30.015491,Kanga alivion,1889,0.5
Ituri,Djugu,Gay Gr Kekpa,1.805889,30.291555,Donga,874,0.5
Ituri,Djugu,Gay Gr Ngazba,2.283032,30.248278,Sara,1601,0.29
Ituri,Djugu,Gbaga Gr Tolo,1.736171,30.40589,Bii,1310,0.25
Ituri,Djugu,Gbagu Gr Buku,1.745373,30.575241,Ngbago,1201,0.73
Ituri,Djugu,Gbakalu Gr Gokalu,1.944556,30.528252,KadUkpa,1767,0.43
Ituri,Djugu,Gbala Gr Dirokpa,1.738921,30.49575,Wadda,159,0.4
Ituri,Djugu,Gbala Gr Jako,1.801699,30.402708,Toba,1275,0.44
Ituri,Djugu,Gbalana Gr Mali ya Kizungu,1.641783,30.066828,Itumagani,1674,0.38
Ituri,Djugu,Gbatchulu Gr Tsili,1.68864,30.44405,Lombu,453,0.29
Ituri,Djugu,Gbele Gr Bulo,1.827487,30.315292,,,
Ituri,Djugu,Gbetchu Gr Mayalibo,1.830935,30.501432,Kombu,8,0.33
Ituri,Djugu,Gbi Gr Lossa Ndrema,1.566699,30.5532,Gombi,1670,0.75
Ituri,Djugu,Gbidda Gr Loga,1.654036,30.403326,Bbau,887,0.4
Ituri,Djugu,Gboku Gr Pimbo,1.88509,30.503014,Goba,1642,0.44
Ituri,Djugu,Gbokudju Gr Sala,1.643499,30.3654,Bidju,794,0.62
Ituri,Djugu,Gboro Gr Dirokpa,1.81198,30.4521,BrBi,398,0.44
Ituri,Djugu,Gele Gr Kpadinga,1.858688,30.27549,Tchelo,91,0.4
Ituri,Djugu,Gene Gr Buku,1.757787,30.563986,Ngona,877,0.44
Ituri,Djugu,Gina Gr Jako Ndahora,1.793613,30.386675,Guna,765,0.75
Ituri,Djugu,Goba Gr Pimbo,1.7652,30.476383,Kpadhigo,15,0.33
Ituri,Djugu,Gobati Gr Fataki,2.01443,30.533585,Ngbatsiba 2,1084,0.59
Ituri,Djugu,Gobi Gr Gobi,1.863607,30.34588,Dhengai Budyu,1901,0.24
Ituri,Djugu,Godulu Gr Okere,2.317495,30.123144,Koumba,624,0.33
Ituri,Djugu,Godza Gr Buku,1.765701,30.616892,Lingo,1003,0.4
Ituri,Djugu,Gokalu Gr Gokalu,1.97578,30.547245,Dhego,1210,0.36
Ituri,Djugu,Gokpa Gr Dzna,1.93376,30.66662,Gokpa bilo,556,0.67
Ituri,Djugu,Golo 1 Gr Gokalu,1.925959,30.55103,Lots',1564,0.4
Ituri,Djugu,Golo 2 Gr Pimbo,1.676111,30.597723,Golo,1045,0.8
Ituri,Djugu,Golo Gr Dhendo,1.86967,30.6287,Golo 1,761,0.8
Ituri,Djugu,Golo Gr Gobi,1.6575,30.58532,Pidja,1972,0.0
Ituri,Djugu,Golo Gr Gokalu,1.926015,30.54686,Lots',1736,0.5
Ituri,Djugu,Gori Gr Penyi,1.539983,30.51313,Mbogi,1995,0.44
